PolicyId,AgeConducteur,SexeConducteur,StatutMatrimonial,BonusMalus,FrequencePaiement,CodeProfession,AgeVehicule,ClasseVehicule,PuissanceVehicule,CarburantVehicule,UsageVehicule,Garage,Region,PrimeCommerciale
90124595.100a,35.0,M,Cohabiting,51.0,Half-yearly,Public employee,9.0,Medium high,P16,Regular,Private+trip to office,Closed zbox,Headquarters,460.1
90116373.101a,23.0,M,Married,85.0,Half-yearly,Public employee,8.0,Cheaper,P12,Regular,Private+trip to office,Street,Center,636.3
90109050.101c,54.0,M,Cohabiting,72.0,Half-yearly,Craftsman,9.0,Cheaper,P11,Diesel,Private+trip to office,Opened collective parking,Center,288.6
90145393.100b,61.0,M,null,50.0,Annual,null,3.0,Cheaper,P11,Diesel,Private+trip to office,Opened collective parking,South West,328.7
90141273.100a,28.0,M,null,76.0,Quarterly,null,14.0,Cheaper,P9,Regular,Private+trip to office,Closed zbox,Paris area,259.6
90178018.101b,44.0,M,null,51.0,Half-yearly,null,8.0,Cheaper,P12,Regular,Private+trip to office,Street,South West,296.8
90134065.101b,32.0,M,null,60.0,Half-yearly,null,17.0,Cheaper,P9,Regular,Private+trip to office,Opened collective parking,Center,167.8
90149443.101b,62.0,M,null,50.0,Annual,null,2.0,Cheapest,P10,Regular,Professional,Closed zbox,Center,328.2
90129369.101b,41.0,M,Married,51.0,Half-yearly,Private employee,5.0,Medium low,P13,Regular,Private+trip to office,Closed zbox,Center,450.3
90109553.101a,29.0,F,Cohabiting,76.0,Monthly,Private employee,10.0,Cheapest,P9,Regular,Private+trip to office,Closed collective parking,Paris area,356.7
90119368.101a,36.0,M,Cohabiting,54.0,Monthly,Private employee,1.0,Medium low,P13,Regular,Private+trip to office,Opened collective parking,Center,745.3
90162701.101a,54.0,M,null,50.0,Annual,null,8.0,Medium low,P14,Diesel,Private+trip to office,Closed collective parking,Center,332.1
90154049.101g,25.0,F,null,76.0,Half-yearly,null,2.0,Cheapest,P10,Regular,Private+trip to office,Closed zbox,South West,670.2
90139752.100a,46.0,F,null,56.99999999999999,Half-yearly,null,5.0,Cheapest,P8,Regular,Private+trip to office,Closed zbox,Center,273.2
90139263.100c,46.0,M,null,55.00000000000001,Annual,null,9.0,Cheaper,P12,Regular,Private+trip to office,Closed collective parking,Center,280.1
70204823.10a,71.0,F,Married,51.0,Half-yearly,Private employee,11.0,Cheapest,P10,Regular,Private+trip to office,Closed zbox,Center,208.4
90168823.101c,28.0,M,null,80.0,Quarterly,null,5.0,Cheap,P13,Regular,Private+trip to office,Closed zbox,Paris area,510.6
70200824.101a,34.0,M,Cohabiting,50.0,Half-yearly,Private employee,9.0,Cheap,P11,Diesel,Private+trip to office,Closed collective parking,Center,181.0
90141091.100a,31.0,M,null,60.0,Quarterly,null,5.0,Cheap,P14,Diesel,Private+trip to office,Street,Center,558.2
90167278.101a,32.0,F,null,76.0,Half-yearly,null,11.0,Cheapest,P10,Regular,Private+trip to office,Street,Headquarters,282.4
90105927.10d,29.0,M,Married,80.0,Half-yearly,Public employee,16.0,Cheap,P12,Regular,Private+trip to office,Closed zbox,Center,284.6
90157893.100a,40.0,M,null,100.0,Annual,null,7.0,Cheaper,P9,Regular,Private+trip to office,Street,Center,451.2
90149372.100a,63.0,M,null,50.0,Annual,null,7.0,Medium low,P14,Diesel,Private+trip to office,Closed zbox,Center,264.1
90117866.101a,56.0,M,Married,50.0,Annual,Private employee,5.0,Cheapest,P9,Regular,Private+trip to office,Closed zbox,Paris area,288.2
90159243.100c,24.0,M,null,106.0,Half-yearly,null,14.0,Cheaper,P11,Regular,Private+trip to office,Closed collective parking,Center,455.3
90144728.100a,34.0,M,null,60.0,Half-yearly,null,4.0,Cheap,P11,Regular,Professional,Closed collective parking,South West,585.6
90108307.101a,47.0,M,Cohabiting,50.0,Half-yearly,Public employee,25.0,Cheapest,P8,Regular,Private+trip to office,Closed zbox,Center,94.1
90158434.100b,81.0,M,null,50.0,Annual,null,8.0,Cheap,P13,Regular,Private+trip to office,Closed collective parking,Paris area,509.9
90141307.101a,26.0,F,null,85.0,Half-yearly,null,6.0,Cheapest,P8,Regular,Private+trip to office,Closed collective parking,Paris area,531.3
90116056.100b,42.0,M,Cohabiting,50.0,Half-yearly,Private employee,8.0,Cheapest,P9,Diesel,Private+trip to office,Opened collective parking,Headquarters,322.0
90150223.100b,33.0,M,null,80.0,Quarterly,null,8.0,Cheapest,P9,Regular,Private+trip to office,Street,Paris area,416.7
90152145.100a,48.0,F,null,73.0,Half-yearly,null,2.0,Cheaper,P9,Regular,Private+trip to office,Closed zbox,Center,502.0
90159899.100a,30.0,F,null,72.0,Half-yearly,null,7.0,Medium low,P14,Regular,Private+trip to office,Closed collective parking,Headquarters,555.4
90179130.100c,28.0,F,null,80.0,Annual,null,11.0,Cheap,P13,Regular,Private+trip to office,Opened collective parking,Center,349.0
90180034.100c,32.0,M,null,76.0,Half-yearly,null,5.0,Cheaper,P11,Regular,Private+trip to office,Closed zbox,Center,626.8
90173061.100b,33.0,F,null,54.0,Half-yearly,null,2.0,Cheaper,P13,Diesel,Private+trip to office,Closed zbox,Headquarters,451.0
90144496.100a,26.0,M,null,112.0,Half-yearly,null,25.0,Cheap,P12,Regular,Private+trip to office,Closed zbox,South West,743.8
90133410.100c,33.0,F,null,56.99999999999999,Annual,null,2.0,Cheap,P11,Diesel,Private+trip to office,Closed zbox,Center,433.6
90170861.100a,32.0,M,null,56.99999999999999,Half-yearly,null,6.0,Cheaper,P11,Diesel,Private+trip to office,Opened collective parking,Headquarters,368.2
90187311.100b,59.0,M,null,72.0,Half-yearly,null,9.0,Cheapest,P9,Diesel,Private+trip to office,Closed zbox,Headquarters,360.1
90153222.101c,48.0,F,null,50.0,Annual,null,21.0,Cheapest,P10,Regular,Private+trip to office,Closed zbox,Center,165.6
90110630.101a,42.0,F,Cohabiting,64.0,Annual,Private employee,14.0,Cheaper,P9,Regular,Private+trip to office,Street,Center,248.6
90151870.100a,38.0,M,null,50.0,Half-yearly,null,1.0,Cheaper,P11,Diesel,Private+trip to office,Closed zbox,South West,376.9
90105771.101b,34.0,M,Cohabiting,56.99999999999999,Half-yearly,Public employee,3.0,Cheap,P13,Regular,Private+trip to office,Opened collective parking,Paris area,601.0
90129670.100a,66.0,M,Cohabiting,55.00000000000001,Half-yearly,Public employee,1.0,Cheap,P14,Diesel,Private+trip to office,Closed zbox,Paris area,840.3
90126062.101b,24.0,M,Cohabiting,106.0,Monthly,Private employee,6.0,Cheaper,P9,Diesel,Private+trip to office,Opened collective parking,Center,623.4
90194044.100b,24.0,M,null,85.0,Half-yearly,null,3.0,Cheaper,P11,Diesel,Private+trip to office,Closed collective parking,Headquarters,629.2
90133489.100a,32.0,F,null,50.0,Half-yearly,null,2.0,Cheaper,P11,Diesel,Private+trip to office,Street,Center,407.2
90156376.100a,64.0,F,null,50.0,Annual,null,9.0,Cheapest,P10,Regular,Private+trip to office,Closed zbox,South West,259.0
90150231.101a,46.0,M,null,68.0,Half-yearly,null,11.0,Cheap,P11,Regular,Private+trip to office,Closed zbox,Paris area,387.7
90104482.101a,35.0,M,Cohabiting,50.0,Half-yearly,Private employee,7.0,Medium low,P14,Diesel,Private+trip to office,Closed zbox,Center,555.7
90129362.100a,29.0,F,Cohabiting,85.0,Half-yearly,Private employee,7.0,Cheaper,P12,Regular,Private+trip to office,Street,Center,533.3
50100273.101b,26.0,M,Cohabiting,106.0,Annual,Public employee,7.0,Cheapest,P10,Diesel,Private+trip to office,Closed zbox,Center,384.3
90146364.100b,43.0,M,null,50.0,Half-yearly,null,1.0,Cheap,P12,Regular,Private+trip to office,Closed zbox,Center,343.5
90153309.100b,57.0,M,null,50.0,Annual,null,26.0,Cheapest,P9,Regular,Private+trip to office,Closed zbox,Center,149.1
10200143.102a,32.0,F,Cohabiting,80.0,Half-yearly,Private employee,16.0,Cheaper,P10,Regular,Private+trip to office,Closed collective parking,Headquarters,397.3
40200437.100b,49.0,M,Cohabiting,75.0,Half-yearly,Private employee,0.0,Cheaper,P12,Regular,Private+trip to office,Street,Paris area,613.4
90179944.101a,44.0,M,null,50.0,Annual,null,8.0,Medium high,P15,Regular,Private+trip to office,Closed zbox,Center,624.6
90141317.100a,28.0,M,null,68.0,Half-yearly,null,5.0,Medium low,P13,Diesel,Private+trip to office,Closed collective parking,Headquarters,797.0
90145771.100b,24.0,F,null,76.0,Half-yearly,null,12.0,Cheapest,P10,Regular,Private+trip to office,Closed zbox,South West,326.3
90149443.101a,61.0,M,null,50.0,Annual,null,1.0,Cheapest,P10,Regular,Professional,Closed zbox,Center,335.9
90147048.100a,25.0,M,null,85.0,Quarterly,null,9.0,Cheaper,P12,Regular,Private+trip to office,Closed zbox,Center,616.0
90145930.100a,37.0,M,null,50.0,Annual,null,7.0,Medium low,P13,Regular,Private+trip to office,Closed zbox,South West,406.5
90185249.100b,77.0,M,null,50.0,Annual,null,3.0,Cheaper,P11,Diesel,Private+trip to office,Street,Headquarters,293.0
90148885.100a,27.0,M,null,68.0,Annual,null,13.0,Cheap,P11,Regular,Professional,Closed zbox,South West,282.9
90149229.100a,46.0,F,null,55.00000000000001,Half-yearly,null,7.0,Cheaper,P10,Regular,Professional run,Closed collective parking,Center,523.5
90145912.101a,41.0,M,null,52.0,Half-yearly,null,0.0,Cheapest,P11,Regular,Private+trip to office,Closed zbox,South West,293.3
90115231.102b,36.0,F,Married,52.0,Half-yearly,Private employee,14.0,Cheapest,P7,Regular,Private+trip to office,Closed zbox,Center,145.8
90153301.100b,23.0,F,null,80.0,Half-yearly,null,4.0,Cheapest,P9,Regular,Private+trip to office,Closed collective parking,Center,554.0
90117564.101b,53.0,M,Cohabiting,50.0,Half-yearly,Private employee,7.0,Cheap,P12,Diesel,Private+trip to office,Closed collective parking,Center,249.6
90180805.100b,50.0,F,null,72.0,Annual,null,18.0,Cheaper,P12,Regular,Private+trip to office,Opened collective parking,Headquarters,360.5
1005718.100a,30.0,F,Cohabiting,60.0,Half-yearly,Public employee,8.0,Cheaper,P10,Regular,Private+trip to office,Closed zbox,Headquarters,259.5
90148649.100b,59.0,M,null,51.0,Annual,null,4.0,Medium low,P13,Diesel,Private+trip to office,Closed collective parking,Headquarters,667.4
90149643.102a,31.0,M,null,72.0,Annual,null,5.0,Cheaper,P12,Diesel,Private+trip to office,Closed zbox,Center,386.9
90128361.101a,66.0,M,Cohabiting,50.0,Annual,Private employee,9.0,Cheaper,P9,Regular,Private+trip to office,Closed zbox,Center,174.4
90132407.100d,40.0,M,null,56.00000000000001,Quarterly,null,15.0,Cheaper,P9,Regular,Private+trip to office,Street,Center,136.6
90104029.100a,45.0,F,Married,50.0,Half-yearly,Other,7.0,Cheapest,P10,Diesel,Private+trip to office,Closed collective parking,Center,265.1
90153007.100a,44.0,F,null,68.0,Half-yearly,null,10.0,Cheap,P13,Regular,Private+trip to office,Closed zbox,South West,392.1
90148886.100b,24.0,M,null,90.0,Half-yearly,null,9.0,Cheap,P13,Regular,Private+trip to office,Closed collective parking,South West,370.4
90167758.100b,41.0,F,null,80.0,Annual,null,9.0,Medium low,P12,Diesel,Private+trip to office,Closed zbox,South West,499.8
50200833.100a,39.0,F,Single,95.0,Annual,Private employee,6.0,Medium low,P12,Regular,Private+trip to office,Closed zbox,Center,754.5
90109707.101a,22.0,M,Cohabiting,85.0,Quarterly,Private employee,7.0,Cheapest,P9,Regular,Private+trip to office,Closed collective parking,Center,332.6
90173889.100b,31.0,M,null,67.0,Half-yearly,null,9.0,Cheaper,P11,Regular,Private+trip to office,Opened collective parking,Center,440.8
90150991.100a,47.0,M,null,72.0,Half-yearly,null,7.0,Cheaper,P11,Regular,Private+trip to office,Street,Headquarters,421.8
90134131.101b,44.0,M,null,50.0,Annual,null,0.0,Cheap,P13,Diesel,Private+trip to office,Closed zbox,Center,315.7
90125587.101b,39.0,F,Married,76.0,Half-yearly,Private employee,6.0,Cheap,P12,Diesel,Private+trip to office,Closed zbox,Center,553.4
90104938.100b,42.0,M,Married,50.0,Annual,Private employee,5.0,Cheap,P11,Diesel,Private+trip to office,Opened collective parking,Headquarters,466.4
90153216.100b,46.0,M,null,50.0,Annual,null,6.0,Medium low,P12,Diesel,Private+trip to office,Closed zbox,Center,426.8
90119359.100a,30.0,M,Cohabiting,60.0,Annual,Private employee,8.0,Medium,P12,Diesel,Professional,Closed collective parking,Center,433.1
90150665.100a,33.0,M,null,50.0,Annual,null,7.0,Medium low,P14,Diesel,Private+trip to office,Closed zbox,Headquarters,428.5
90194462.100a,49.0,F,null,90.0,Half-yearly,null,9.0,Cheap,P11,Regular,Private+trip to office,Street,Paris area,453.8
90171948.100a,52.0,F,null,50.0,Annual,null,1.0,Cheapest,P10,Regular,Private+trip to office,Closed zbox,Headquarters,359.9
90169242.101c,27.0,M,null,95.0,Half-yearly,null,8.0,Cheapest,P8,Regular,Private+trip to office,Street,Paris area,507.4
90108858.101a,64.0,M,Cohabiting,50.0,Annual,Private employee,8.0,Cheaper,P10,Regular,Private+trip to office,Closed zbox,Center,216.5
90168840.100a,32.0,F,null,60.0,Half-yearly,null,4.0,Cheaper,P10,Regular,Private+trip to office,Street,Headquarters,527.4
90159960.100b,44.0,M,null,76.0,Half-yearly,null,12.0,Cheapest,P7,Regular,Private+trip to office,Closed collective parking,Headquarters,316.5
90132306.101a,39.0,M,null,51.0,Half-yearly,null,2.0,Medium low,P14,Diesel,Private+trip to office,Closed zbox,Headquarters,721.2
90154490.101b,45.0,F,null,50.0,Half-yearly,null,10.0,Cheaper,P12,Regular,Private+trip to office,Closed zbox,Center,290.7
90151685.100a,29.0,F,null,76.0,Half-yearly,null,4.0,Cheaper,P10,Diesel,Private+trip to office,Street,Paris area,779.7
90167788.101a,51.0,M,null,52.0,Half-yearly,null,9.0,Expensive,P15,Regular,Private+trip to office,Closed zbox,Headquarters,531.8
1009521.100a,30.0,M,Cohabiting,60.0,Monthly,Public employee,8.0,Cheaper,P10,Diesel,Private+trip to office,Closed zbox,Headquarters,228.8
90131582.100a,38.0,M,null,56.99999999999999,Annual,null,5.0,Cheap,P11,Diesel,Private+trip to office,Opened collective parking,Center,504.4
90156029.100a,48.0,M,null,85.0,Quarterly,null,2.0,Cheaper,P12,Diesel,Private+trip to office,Closed collective parking,South West,637.0
90103747.10a,67.0,M,Divorced,64.0,Half-yearly,Retiree,5.0,Cheap,P12,Regular,Private+trip to office,Closed zbox,Center,523.6
90180874.100b,37.0,F,null,52.0,Half-yearly,null,7.0,Cheaper,P13,Regular,Private+trip to office,Opened collective parking,Headquarters,439.7
90138458.100a,34.0,M,null,51.0,Quarterly,null,6.0,Medium high,P15,Regular,Private+trip to office,Closed collective parking,Paris area,611.0
90153428.100a,34.0,M,null,61.0,Half-yearly,null,5.0,Medium low,P12,Diesel,Private+trip to office,Street,Center,591.5
90124584.101a,43.0,M,Cohabiting,64.0,Annual,Private employee,2.0,Medium,P13,Diesel,Private+trip to office,Closed collective parking,Headquarters,827.6
90176084.100d,36.0,F,null,54.0,Half-yearly,null,12.0,Cheapest,P8,Regular,Private+trip to office,Opened collective parking,Center,182.9
90112577.100c,61.0,M,Married,51.0,Annual,Public employee,15.0,Cheapest,P5,Regular,Private+trip to office,Opened collective parking,Center,117.3
90147645.100a,38.0,M,null,60.0,Half-yearly,null,6.0,Cheaper,P12,Regular,Private+trip to office,Closed collective parking,South West,517.4
90148361.101b,52.0,M,null,50.0,Quarterly,null,8.0,Expensive,P16,Diesel,Private+trip to office,Closed zbox,Center,653.7
90151046.100a,40.0,F,null,54.0,Half-yearly,null,6.0,Medium low,P12,Regular,Private+trip to office,Closed zbox,Headquarters,539.3
90145228.100c,38.0,M,null,50.0,Annual,null,17.0,Medium low,P13,Regular,Private+trip to office,Closed zbox,Center,283.4
90146161.100a,44.0,M,null,50.0,Annual,null,2.0,Cheaper,P12,Diesel,Professional run,Opened collective parking,Headquarters,496.4
90194205.100b,28.0,M,null,80.0,Half-yearly,null,10.0,Cheap,P13,Regular,Private+trip to office,Closed collective parking,Paris area,371.7
90104546.102a,53.0,M,Cohabiting,62.0,Annual,Craftsman,16.0,Cheaper,P9,Regular,Private+trip to office,Opened collective parking,Center,164.5
90110484.101a,23.0,F,Cohabiting,106.0,Half-yearly,Farmer,12.0,Cheapest,P9,Regular,Private+trip to office,Street,Center,413.4
90152612.100a,36.0,M,null,50.0,Annual,null,6.0,Cheaper,P11,Diesel,Private+trip to office,Closed zbox,South West,423.0
90194846.100b,47.0,M,null,50.0,Half-yearly,null,1.0,Medium low,P13,Diesel,Private+trip to office,Closed collective parking,Headquarters,545.6
90190117.100b,56.0,M,null,54.0,Half-yearly,null,6.0,Medium,P15,Regular,Private+trip to office,Closed collective parking,Headquarters,1069.8
90181941.100b,26.0,M,null,68.0,Annual,null,5.0,Cheap,P12,Regular,Private+trip to office,Street,Headquarters,499.6
90151813.101a,31.0,F,null,54.0,Half-yearly,null,5.0,Medium low,P14,Diesel,Private+trip to office,Closed zbox,Paris area,575.0
90146360.100a,34.0,M,null,54.0,Half-yearly,null,7.0,Cheaper,P11,Diesel,Private+trip to office,Closed zbox,Center,272.2
90170614.100a,27.0,M,null,80.0,Quarterly,null,0.0,Cheaper,P12,Regular,Private+trip to office,Closed zbox,Center,940.4
90173039.100a,29.0,M,null,95.0,Half-yearly,null,11.0,Cheap,P12,Regular,Private+trip to office,Closed zbox,Headquarters,726.8
90133445.100c,31.0,M,null,60.0,Half-yearly,null,11.0,Cheap,P12,Regular,Private+trip to office,Opened collective parking,Center,298.6
90155203.100a,37.0,M,null,50.0,Annual,null,8.0,Cheapest,P10,Diesel,Private+trip to office,Closed zbox,Center,167.3
90133319.100a,67.0,M,null,50.0,Half-yearly,null,1.0,Medium low,P14,Diesel,Private+trip to office,Closed collective parking,Center,551.2
90125954.101a,30.0,F,Cohabiting,90.0,Half-yearly,Private employee,5.0,Cheapest,P8,Regular,Private+trip to office,Street,Center,350.0
90132330.100a,40.0,M,null,51.0,Annual,null,4.0,Cheapest,P9,Regular,Private+trip to office,Closed zbox,Paris area,264.6
90104526.102a,40.0,M,Cohabiting,55.00000000000001,Half-yearly,Farmer,18.0,Cheapest,P5,Regular,Private+trip to office,Closed zbox,Center,187.6
90174083.100d,70.0,M,null,50.0,Annual,null,3.0,Medium,P13,Diesel,Private+trip to office,Street,Center,329.2
90168908.100b,50.0,M,null,50.0,Half-yearly,null,1.0,Cheaper,P12,Diesel,Private+trip to office,Closed zbox,Paris area,771.6
90178081.100a,50.0,M,null,50.0,Annual,null,3.0,Medium high,P14,Regular,Private+trip to office,Closed collective parking,South West,661.6
90161286.102a,41.0,M,null,56.99999999999999,Half-yearly,null,24.0,Cheapest,P8,Regular,Private+trip to office,Street,South West,200.4
90151797.100a,46.0,M,null,50.0,Half-yearly,null,2.0,Cheap,P13,Diesel,Private+trip to office,Closed collective parking,Paris area,955.2
90133754.100b,29.0,M,null,85.0,Half-yearly,null,12.0,Cheapest,P8,Regular,Private+trip to office,Opened collective parking,Center,390.9
90119753.101a,27.0,M,Married,64.0,Half-yearly,Private employee,11.0,Cheapest,P10,Regular,Private+trip to office,Street,Center,282.3
90103949.101a,45.0,F,Cohabiting,50.0,Annual,Private employee,2.0,Cheap,P12,Diesel,Private+trip to office,Closed zbox,Center,419.4
90157422.100b,35.0,F,null,50.0,Annual,null,8.0,Cheapest,P9,Regular,Private+trip to office,Closed zbox,Paris area,210.2
90167468.100a,49.0,M,null,53.0,Annual,null,4.0,Cheaper,P11,Diesel,Private+trip to office,Closed zbox,Headquarters,449.0
90126055.101a,51.0,F,Cohabiting,68.0,Annual,Public employee,9.0,Cheapest,P8,Regular,Private+trip to office,Closed collective parking,Center,236.6
90164580.101a,51.0,F,null,50.0,Half-yearly,null,4.0,Cheap,P13,Diesel,Private+trip to office,Closed collective parking,South West,570.0
